,artist,region,n,date,Rank
21769,Koba LaD,France,6,2018-12,10
21770,Damso,France,26,2021-04,1
21771,SCH,France,20,2021-04,2
21772,Djadja & Dinaz,France,16,2021-04,3
21773,Naps,France,16,2021-04,4
21774,Sadek,France,15,2021-04,5
21775,Kaza,France,12,2021-04,6
21776,SDM,France,12,2021-04,7
21777,"Kekra, Boumidjal X",France,10,2021-04,8
21778,1PLIKÉ140,France,9,2021-04,9
21779,Booba,France,7,2021-04,10
21780,Linkin Park,Germany,32,2017-07,1
21781,Capo,Germany,17,2017-07,2
21782,"KC Rebell, Summer Cem",Germany,6,2017-07,3
21783,"Fler, Jalil",Germany,5,2017-07,4
21784,Kontra K,Germany,4,2017-07,5
21785,Ufo361,Germany,4,2017-07,6
21786,"Bonez MC, RAF Camora",Germany,4,2017-07,7
21787,Ed Sheeran,Germany,4,2017-07,8
21788,Bushido,Germany,3,2017-07,9
21789,Major Lazer,Germany,3,2017-07,10
21790,Shindy,Germany,15,2019-07,1
21791,Ed Sheeran,Germany,15,2019-07,2
21792,Kontra K,Germany,6,2019-07,3
21793,Billie Eilish,Germany,5,2019-07,4
21794,MERO,Germany,5,2019-07,5
21795,Juju,Germany,5,2019-07,6
21796,Rammstein,Germany,5,2019-07,7
21797,Lil Nas X,Germany,4,2019-07,8
21798,Bausa,Germany,4,2019-07,9
21799,Summer Cem,Germany,4,2019-07,10
21800,Post Malone,Germany,17,2019-09,1
21801,Shirin David,Germany,12,2019-09,2
21802,Luciano,Germany,12,2019-09,3
21803,MERO,Germany,12,2019-09,4
21804,Apache 207,Germany,9,2019-09,5
21805,"Trettmann, KitschKrieg, SFR",Germany,8,2019-09,6
21806,Loredana,Germany,7,2019-09,7
21807,Sido,Germany,7,2019-09,8
21808,Billie Eilish,Germany,5,2019-09,9
21809,Summer Cem,Germany,5,2019-09,10
21810,Apache 207,Germany,17,2020-08,1
21811,Luciano,Germany,9,2020-08,2
21812,TJ_beastboy,Germany,8,2020-08,3
21813,Juice WRLD,Germany,5,2020-08,4
21814,Pop Smoke,Germany,5,2020-08,5
21815,Bonez MC,Germany,5,2020-08,6
21816,"Azet, Albi",Germany,4,2020-08,7
21817,Elias,Germany,4,2020-08,8
21818,"KC Rebell, Summer Cem",Germany,4,2020-08,9
21819,Samra,Germany,4,2020-08,10
21820,Cro,Germany,20,2021-05,1
21821,Kontra K,Germany,16,2021-05,2
21822,J. Cole,Germany,12,2021-05,3
21823,Ufo361,Germany,11,2021-05,4
21824,K.I.Z,Germany,11,2021-05,5
21825,Olivia Rodrigo,Germany,10,2021-05,6
21826,Wincent Weiss,Germany,6,2021-05,7
21827,Apache 207,Germany,5,2021-05,8
21828,Symba,Germany,4,2021-05,9
21829,Danger Dan,Germany,4,2021-05,10
21830,Die drei ???,Germany,25,2021-06,1
21831,K.I.Z,Germany,12,2021-06,2
21832,Migos,Germany,9,2021-06,3
21833,Olivia Rodrigo,Germany,9,2021-06,4
21834,"Tyler, The Creator",Germany,6,2021-06,5
21835,"Lucio101, Omar101",Germany,5,2021-06,6
21836,Apache 207,Germany,5,2021-06,7
21837,Pashanim,Germany,4,2021-06,8
21838,Luciano,Germany,4,2021-06,9
21839,Kontra K,Germany,4,2021-06,10
21840,Ariana Grande,Global,18,2019-02,1
21841,XXXTENTACION,Global,9,2019-02,2
21842,Offset,Global,9,2019-02,3
21843,Billie Eilish,Global,7,2019-02,4
21844,Queen,Global,6,2019-02,5
21845,Post Malone,Global,5,2019-02,6
21846,Ed Sheeran,Global,5,2019-02,7
21847,Imagine Dragons,Global,4,2019-02,8
21848,Lil Pump,Global,4,2019-02,9
21849,Drake,Global,4,2019-02,10
21850,Billie Eilish,Global,16,2019-05,1
21851,Logic,Global,11,2019-05,2
21852,"Tyler, The Creator",Global,11,2019-05,3
21853,Rammstein,Global,10,2019-05,4
21854,DJ Khaled,Global,8,2019-05,5
21855,Ed Sheeran,Global,7,2019-05,6
21856,Khalid,Global,6,2019-05,7
21857,Miley Cyrus,Global,5,2019-05,8
21858,Post Malone,Global,5,2019-05,9
21859,Shawn Mendes,Global,5,2019-05,10
21860,Taylor Swift,Global,18,2019-08,1
21861,Drake,Global,18,2019-08,2
21862,Lana Del Rey,Global,12,2019-08,3
21863,Ed Sheeran,Global,12,2019-08,4
21864,Young Thug,Global,10,2019-08,5
21865,Billie Eilish,Global,10,2019-08,6
21866,TOOL,Global,7,2019-08,7
21867,Post Malone,Global,7,2019-08,8
21868,Trippie Redd,Global,5,2019-08,9
21869,Lil Tecca,Global,5,2019-08,10
21870,BTS,Global,18,2020-02,1
21871,Justin Bieber,Global,17,2020-02,2
21872,Lil Baby,Global,13,2020-02,3
21873,Billie Eilish,Global,12,2020-02,4
21874,Tame Impala,Global,10,2020-02,5
21875,Bad Bunny,Global,10,2020-02,6
21876,Ed Sheeran,Global,8,2020-02,7
21877,Post Malone,Global,6,2020-02,8
21878,Sam Smith,Global,5,2020-02,9
21879,A Boogie Wit da Hoodie,Global,5,2020-02,10
21880,Ed Sheeran,Global,17,2021-10,1
21881,Adele,Global,14,2021-10,2
21882,Olivia Rodrigo,Global,8,2021-10,3
21883,Doja Cat,Global,6,2021-10,4
21884,Don Toliver,Global,6,2021-10,5
21885,Drake,Global,6,2021-10,6
21886,The Weeknd,Global,5,2021-10,7
21887,Billie Eilish,Global,5,2021-10,8
21888,Young Thug,Global,5,2021-10,9
21889,Dua Lipa,Global,4,2021-10,10
21890,Linkin Park,Greece,16,2017-07,1
21891,Lana Del Rey,Greece,16,2017-07,2
21892,Kendrick Lamar,Greece,3,2017-07,3
21893,"Calvin Harris, Funk Wav",Greece,3,2017-07,4
21894,Imagine Dragons,Greece,3,2017-07,5
21895,Ed Sheeran,Greece,2,2017-07,6
21896,Selena Gomez,Greece,2,2017-07,7
21897,OneRepublic,Greece,2,2017-07,8
21898,"Jax Jones, RAYE",Greece,2,2017-07,9
21899,Zedd,Greece,2,2017-07,10
21900,BTS,Greece,8,2017-09,1
21901,XXXTENTACION,Greece,3,2017-09,2
21902,Kendrick Lamar,Greece,3,2017-09,3
21903,Macklemore,Greece,3,2017-09,4
21904,Demi Lovato,Greece,3,2017-09,5
21905,Ed Sheeran,Greece,3,2017-09,6
21906,Avicii,Greece,2,2017-09,7
21907,Gucci Mane,Greece,2,2017-09,8
21908,Travis Scott,Greece,2,2017-09,9
21909,Jason Derulo,Greece,2,2017-09,10
21910,XXXTENTACION,Greece,16,2018-03,1
21911,The Weeknd,Greece,5,2018-03,2
21912,Logic,Greece,4,2018-03,3
21913,Ed Sheeran,Greece,3,2018-03,4
21914,Rich The Kid,Greece,3,2018-03,5
21915,The Chainsmokers,Greece,3,2018-03,6
21916,Maroon 5,Greece,3,2018-03,7
21917,Camila Cabello,Greece,3,2018-03,8
21918,Charlie Puth,Greece,3,2018-03,9
21919,Shawn Mendes,Greece,3,2018-03,10
21920,Metro Boomin,Greece,13,2018-11,1
21921,Little Mix,Greece,11,2018-11,2
21922,Eminem,Greece,9,2018-11,3
21923,Lil Peep,Greece,9,2018-11,4
21924,Imagine Dragons,Greece,9,2018-11,5
21925,XXXTENTACION,Greece,8,2018-11,6
21926,Billie Eilish,Greece,7,2018-11,7
21927,Queen,Greece,6,2018-11,8
21928,Ariana Grande,Greece,5,2018-11,9
21929,Muse,Greece,5,2018-11,10
21930,Billie Eilish,Greece,17,2019-04,1
21931,ScHoolboy Q,Greece,12,2019-04,2
21932,Light,Greece,8,2019-04,3
21933,Khalid,Greece,8,2019-04,4
21934,Ariana Grande,Greece,7,2019-04,5
21935,BTS,Greece,7,2019-04,6
21936,Sin Boy,Greece,6,2019-04,7
21937,LEX,Greece,6,2019-04,8
21938,Beyoncé,Greece,5,2019-04,9
21939,Fy,Greece,4,2019-04,10
21940,Post Malone,Greece,18,2019-09,1
21941,Bloody Hawk,Greece,15,2019-09,2
21942,Lana Del Rey,Greece,14,2019-09,3
21943,Light,Greece,9,2019-09,4
21944,Sin Boy,Greece,8,2019-09,5
21945,TOQUEL,Greece,8,2019-09,6
21946,Styl Mo,Greece,8,2019-09,7
21947,Billie Eilish,Greece,8,2019-09,8
21948,Smuggler,Greece,7,2019-09,9
21949,Ariana Grande,Greece,6,2019-09,10
21950,Pop Smoke,Greece,21,2020-07,1
21951,Juice WRLD,Greece,20,2020-07,2
21952,SNIK,Greece,12,2020-07,3
21953,Taylor Swift,Greece,10,2020-07,4
21954,Young Tulio$,Greece,9,2020-07,5
21955,MG,Greece,8,2020-07,6
21956,iLLEOo,Greece,7,2020-07,7
21957,TOQUEL,Greece,5,2020-07,8
21958,Mad Clip,Greece,4,2020-07,9
21959,Logic,Greece,4,2020-07,10
21960,Pop Smoke,Greece,19,2021-07,1
21961,Billie Eilish,Greece,16,2021-07,2
21962,Light,Greece,15,2021-07,3
21963,"Joker/Two-Face, Styl Mo, Tsaki, dwmnd",Greece,10,2021-07,4
21964,Måneskin,Greece,9,2021-07,5
21965,Olivia Rodrigo,Greece,8,2021-07,6
21966,Sin Boy,Greece,7,2021-07,7
21967,"Light, Hawk",Greece,5,2021-07,8
21968,KSI,Greece,5,2021-07,9
21969,Doja Cat,Greece,5,2021-07,10
21970,Drake,Guatemala,11,2018-07,1
21971,Anuel AA,Guatemala,9,2018-07,2
21972,XXXTENTACION,Guatemala,6,2018-07,3
21973,Luis Miguel,Guatemala,5,2018-07,4
21974,Ozuna,Guatemala,5,2018-07,5
21975,Piso 21,Guatemala,5,2018-07,6
21976,Bad Bunny,Guatemala,4,2018-07,7
21977,Sebastian Yatra,Guatemala,4,2018-07,8
21978,Maluma,Guatemala,4,2018-07,9
21979,Ed Sheeran,Guatemala,4,2018-07,10
21980,Bad Bunny,Guatemala,16,2020-03,1
21981,The Weeknd,Guatemala,15,2020-03,2
21982,Dua Lipa,Guatemala,12,2020-03,3
21983,J Balvin,Guatemala,8,2020-03,4
21984,Christian Nodal,Guatemala,7,2020-03,5
21985,Banda MS de Sergio Lizárraga,Guatemala,5,2020-03,6
21986,Myke Towers,Guatemala,4,2020-03,7
21987,Paulo Londra,Guatemala,3,2020-03,8
21988,Camilo,Guatemala,3,2020-03,9
21989,Jesús Adrián Romero,Guatemala,3,2020-03,10
21990,Ricardo Arjona,Guatemala,18,2021-04,1
21991,Christian Nodal,Guatemala,12,2021-04,2
21992,Bad Bunny,Guatemala,10,2021-04,3
21993,Camilo,Guatemala,6,2021-04,4
21994,Banda MS de Sergio Lizárraga,Guatemala,5,2021-04,5
21995,Myke Towers,Guatemala,4,2021-04,6
21996,Sech,Guatemala,4,2021-04,7
21997,Justin Bieber,Guatemala,3,2021-04,8
21998,Dua Lipa,Guatemala,3,2021-04,9
21999,Calibre 50,Guatemala,3,2021-04,10
22000,Banda MS de Sergio Lizárraga,Honduras,5,2017-02,1
22001,Ed Sheeran,Honduras,5,2017-02,2
22002,Ozuna,Honduras,4,2017-02,3
22003,Maluma,Honduras,3,2017-02,4
22004,Twenty One Pilots,Honduras,3,2017-02,5
22005,Zion & Lennox,Honduras,2,2017-02,6
22006,J Balvin,Honduras,2,2017-02,7
22007,Major Lazer,Honduras,2,2017-02,8
22008,The Chainsmokers,Honduras,2,2017-02,9
22009,Adele,Honduras,2,2017-02,10
22010,Ariana Grande,Honduras,12,2018-08,1
22011,BTS,Honduras,6,2018-08,2
22012,Ozuna,Honduras,6,2018-08,3
22013,Banda MS de Sergio Lizárraga,Honduras,5,2018-08,4
22014,Drake,Honduras,5,2018-08,5
22015,XXXTENTACION,Honduras,4,2018-08,6
22016,Maluma,Honduras,4,2018-08,7
22017,Imagine Dragons,Honduras,3,2018-08,8
22018,Luis Miguel,Honduras,3,2018-08,9
22019,Post Malone,Honduras,3,2018-08,10
22020,Bad Bunny,Honduras,14,2019-02,1
22021,Ariana Grande,Honduras,13,2019-02,2
22022,Morat,Honduras,10,2019-02,3
22023,Queen,Honduras,5,2019-02,4
22024,Piso 21,Honduras,5,2019-02,5
22025,Banda MS de Sergio Lizárraga,Honduras,5,2019-02,6
22026,Ed Sheeran,Honduras,4,2019-02,7
22027,Paulo Londra,Honduras,4,2019-02,8
22028,Danny Ocean,Honduras,4,2019-02,9
22029,Post Malone,Honduras,3,2019-02,10
22030,Bad Bunny,Honduras,19,2020-02,1
22031,BTS,Honduras,16,2020-02,2
22032,Myke Towers,Honduras,11,2020-02,3
22033,Sam Smith,Honduras,6,2020-02,4
22034,Billie Eilish,Honduras,5,2020-02,5
22035,Justin Bieber,Honduras,5,2020-02,6
22036,Christian Nodal,Honduras,4,2020-02,7
22037,Dua Lipa,Honduras,4,2020-02,8
22038,"J Balvin, Bad Bunny",Honduras,3,2020-02,9
22039,Selena Gomez,Honduras,3,2020-02,10
22040,Bad Bunny,Honduras,25,2021-02,1
22041,Christian Nodal,Honduras,9,2021-02,2
22042,The Weeknd,Honduras,7,2021-02,3
22043,"Anuel AA, Ozuna",Honduras,7,2021-02,4
22044,Dua Lipa,Honduras,4,2021-02,5
22045,Maluma,Honduras,4,2021-02,6
22046,Camilo,Honduras,4,2021-02,7
22047,Myke Towers,Honduras,4,2021-02,8
22048,J Balvin,Honduras,3,2021-02,9
22049,Harry Styles,Honduras,3,2021-02,10
22050,Jay Chou,Hong Kong,33,2018-03,1
22051,The Chainsmokers,Hong Kong,11,2018-03,2
22052,Eason Chan,Hong Kong,7,2018-03,3
22053,Ed Sheeran,Hong Kong,6,2018-03,4
22054,j-hope,Hong Kong,6,2018-03,5
22055,Charlie Puth,Hong Kong,5,2018-03,6
22056,JJ Lin,Hong Kong,5,2018-03,7
22057,The Weeknd,Hong Kong,5,2018-03,8
22058,Jason Chan,Hong Kong,5,2018-03,9
22059,Janice Vidal,Hong Kong,5,2018-03,10
22060,Drake,Hong Kong,18,2018-07,1
22061,Hins Cheung,Hong Kong,10,2018-07,2
22062,BLACKPINK,Hong Kong,9,2018-07,3
22063,Charlie Puth,Hong Kong,7,2018-07,4
22064,Eason Chan,Hong Kong,7,2018-07,5
22065,Ed Sheeran,Hong Kong,6,2018-07,6
22066,JJ Lin,Hong Kong,5,2018-07,7
22067,Gin Lee,Hong Kong,5,2018-07,8
22068,Dear Jane,Hong Kong,5,2018-07,9
22069,XXXTENTACION,Hong Kong,4,2018-07,10
22070,The Weeknd,Hong Kong,14,2020-03,1
22071,BTS,Hong Kong,14,2020-03,2
22072,Dua Lipa,Hong Kong,12,2020-03,3
22073,Lauv,Hong Kong,9,2020-03,4
22074,Billie Eilish,Hong Kong,7,2020-03,5
22075,Eason Chan,Hong Kong,6,2020-03,6
22076,Taylor Swift,Hong Kong,6,2020-03,7
22077,Lil Uzi Vert,Hong Kong,5,2020-03,8
22078,Dear Jane,Hong Kong,5,2020-03,9
22079,Kay Tse,Hong Kong,5,2020-03,10
22080,Taylor Swift,Hong Kong,17,2020-08,1
22081,Eason Chan,Hong Kong,10,2020-08,2
22082,BTS,Hong Kong,9,2020-08,3
22083,Dear Jane,Hong Kong,7,2020-08,4
22084,BLACKPINK,Hong Kong,5,2020-08,5
22085,Ed Sheeran,Hong Kong,5,2020-08,6
22086,Jay Chou,Hong Kong,5,2020-08,7
22087,Hins Cheung,Hong Kong,4,2020-08,8
22088,Eric Chou,Hong Kong,4,2020-08,9
22089,Terence Lam,Hong Kong,4,2020-08,10
22090,Hins Cheung,Hong Kong,20,2021-01,1
22091,YOASOBI,Hong Kong,9,2021-01,2
22092,Eason Chan,Hong Kong,9,2021-01,3
22093,Terence Lam,Hong Kong,8,2021-01,4
22094,BLACKPINK,Hong Kong,8,2021-01,5
22095,Dear Jane,Hong Kong,8,2021-01,6
22096,Ed Sheeran,Hong Kong,7,2021-01,7
22097,Ariana Grande,Hong Kong,6,2021-01,8
22098,(G)I-DLE,Hong Kong,6,2021-01,9
22099,Shawn Mendes,Hong Kong,4,2021-01,10
22100,Drake,Hong Kong,16,2021-09,1
22101,my little airport,Hong Kong,16,2021-09,2
22102,Dear Jane,Hong Kong,14,2021-09,3
22103,Terence Lam,Hong Kong,8,2021-09,4
22104,YOASOBI,Hong Kong,7,2021-09,5
22105,C AllStar,Hong Kong,6,2021-09,6
22106,陳卓賢 Ian,Hong Kong,6,2021-09,7
22107,Ed Sheeran,Hong Kong,6,2021-09,8
22108,Kanye West,Hong Kong,5,2021-09,9
22109,Tyson Yoshi,Hong Kong,5,2021-09,10
22110,Camila Cabello,Hungary,11,2018-01,1
22111,Ed Sheeran,Hungary,9,2018-01,2
22112,Migos,Hungary,8,2018-01,3
22113,Fall Out Boy,Hungary,7,2018-01,4
22114,Imagine Dragons,Hungary,6,2018-01,5
22115,Taylor Swift,Hungary,5,2018-01,6
22116,Kendrick Lamar,Hungary,4,2018-01,7
22117,Charlie Puth,Hungary,4,2018-01,8
22118,Justin Timberlake,Hungary,4,2018-01,9
22119,Clean Bandit,Hungary,4,2018-01,10
22120,Twenty One Pilots,Hungary,16,2018-10,1
22121,Eminem,Hungary,10,2018-10,2
22122,AWS,Hungary,9,2018-10,3
22123,Imagine Dragons,Hungary,8,2018-10,4
22124,XXXTENTACION,Hungary,7,2018-10,5
22125,Ed Sheeran,Hungary,6,2018-10,6
22126,Quavo,Hungary,5,2018-10,7
22127,Shawn Mendes,Hungary,4,2018-10,8
22128,Lil Wayne,Hungary,4,2018-10,9
22129,Follow The Flow,Hungary,4,2018-10,10
22130,Imagine Dragons,Hungary,20,2018-11,1
22131,Queen,Hungary,18,2018-11,2
22132,Lil Peep,Hungary,12,2018-11,3
22133,Eminem,Hungary,8,2018-11,4
22134,Metro Boomin,Hungary,7,2018-11,5
22135,Follow The Flow,Hungary,7,2018-11,6
22136,Billie Eilish,Hungary,6,2018-11,7
22137,Clean Bandit,Hungary,6,2018-11,8
22138,Rita Ora,Hungary,6,2018-11,9
22139,XXXTENTACION,Hungary,5,2018-11,10
22140,Ed Sheeran,Hungary,20,2019-08,1
22141,Slipknot,Hungary,14,2019-08,2
22142,Taylor Swift,Hungary,13,2019-08,3
22143,Twenty One Pilots,Hungary,11,2019-08,4
22144,Follow The Flow,Hungary,11,2019-08,5
22145,Post Malone,Hungary,10,2019-08,6
22146,Lana Del Rey,Hungary,10,2019-08,7
22147,Billie Eilish,Hungary,8,2019-08,8
22148,Bagossy Brothers Company,Hungary,7,2019-08,9
22149,Foo Fighters,Hungary,6,2019-08,10
22150,Billie Eilish,Hungary,11,2019-11,1
22151,Post Malone,Hungary,10,2019-11,2
22152,Bagossy Brothers Company,Hungary,8,2019-11,3
22153,Ed Sheeran,Hungary,6,2019-11,4
22154,Follow The Flow,Hungary,5,2019-11,5
22155,Ariana Grande,Hungary,5,2019-11,6
22156,Camila Cabello,Hungary,4,2019-11,7
22157,Bsw,Hungary,4,2019-11,8
22158,Manuel,Hungary,4,2019-11,9
22159,ByeAlex és a Slepp,Hungary,4,2019-11,10
22160,Michael Bublé,Hungary,19,2019-12,1
22161,Juice WRLD,Hungary,13,2019-12,2
22162,Harry Styles,Hungary,12,2019-12,3
22163,Billie Eilish,Hungary,10,2019-12,4
22164,Bing Crosby,Hungary,8,2019-12,5
22165,Frank Sinatra,Hungary,8,2019-12,6
22166,Ed Sheeran,Hungary,7,2019-12,7
22167,Killakikitt,Hungary,7,2019-12,8
22168,Post Malone,Hungary,7,2019-12,9
22169,Ariana Grande,Hungary,6,2019-12,10
22170,Juice WRLD,Hungary,10,2020-08,1
22171,T. Danny,Hungary,8,2020-08,2
22172,Follow The Flow,Hungary,7,2020-08,3
22173,Bagossy Brothers Company,Hungary,6,2020-08,4
22174,Ava Max,Hungary,6,2020-08,5
22175,Billie Eilish,Hungary,5,2020-08,6
22176,Dua Lipa,Hungary,5,2020-08,7
22177,Pop Smoke,Hungary,4,2020-08,8
22178,Travis Scott,Hungary,4,2020-08,9
22179,6ix9ine,Hungary,4,2020-08,10
22180,Aron Can,Iceland,19,2017-04,1
22181,Kendrick Lamar,Iceland,15,2017-04,2
22182,Ed Sheeran,Iceland,7,2017-04,3
22183,Drake,Iceland,6,2017-04,4
22184,Gorillaz,Iceland,6,2017-04,5
22185,Alexander Jarl,Iceland,5,2017-04,6
22186,Sturla Atlas,Iceland,3,2017-04,7
22187,KALEO,Iceland,3,2017-04,8
22188,Migos,Iceland,2,2017-04,9
22189,Future,Iceland,2,2017-04,10
22190,XXXTENTACION,Iceland,31,2018-06,1
22191,Drake,Iceland,22,2018-06,2
22192,Aron Can,Iceland,17,2018-06,3
22193,"JóiPé, Króli",Iceland,16,2018-06,4
22194,Post Malone,Iceland,10,2018-06,5
22195,The Carters,Iceland,8,2018-06,6
22196,Logi Pedro,Iceland,7,2018-06,7
22197,Geisha Cartel,Iceland,7,2018-06,8
22198,Floni,Iceland,6,2018-06,9
22199,Kanye West,Iceland,6,2018-06,10
22200,Hafdís Huld,Iceland,15,2020-11,1
22201,BRÍET,Iceland,12,2020-11,2
22202,Ariana Grande,Iceland,9,2020-11,3
22203,Michael Bublé,Iceland,9,2020-11,4
22204,Pop Smoke,Iceland,9,2020-11,5
